city,ST,state,county_name,lat,lng,population,density
Branford Center,CT,Connecticut,New Haven,41.2779,-72.8148,6355,1302
North Granby,CT,Connecticut,Hartford,42.0152,-72.844,1522,70
Canton Valley,CT,Connecticut,Hartford,41.8316,-72.8978,1489,326
Higganum,CT,Connecticut,Middlesex,41.49,-72.5562,1708,134
Bethlehem Village,CT,Connecticut,Litchfield,41.6401,-73.2031,1923,95
Baltic,CT,Connecticut,New London,41.614,-72.0866,1148,356
Lake Pocotopaug,CT,Connecticut,Middlesex,41.5961,-72.5124,3479,423
Jewett City,CT,Connecticut,New London,41.607,-71.9806,9889,1867
Mansfield Center,CT,Connecticut,Tolland,41.7618,-72.1944,1039,130
Cheshire Village,CT,Connecticut,New Haven,41.5026,-72.8993,6251,716
Suffield Depot,CT,Connecticut,Hartford,41.983,-72.6463,1315,257
Rockville,CT,Connecticut,Tolland,41.8667,-72.4528,7188,1641
West Simsbury,CT,Connecticut,Hartford,41.8748,-72.8448,2387,211
Long Hill,CT,Connecticut,New London,41.3536,-72.0517,4528,1136
Kensington,CT,Connecticut,Hartford,41.6298,-72.7714,8433,622
Sherwood Manor,CT,Connecticut,Hartford,42.0125,-72.566,5443,670
Norwich,CT,Connecticut,New London,41.5495,-72.0882,203916,543
Woodmont,CT,Connecticut,New Haven,41.2282,-72.993,1538,2167
Torrington,CT,Connecticut,Litchfield,41.8349,-73.1281,40583,335
Groton,CT,Connecticut,New London,41.339,-72.0727,9092,1138
Salmon Brook,CT,Connecticut,Hartford,41.9567,-72.7931,2549,328
Mashantucket,CT,Connecticut,New London,41.4644,-71.9745,235,35
Pemberwick,CT,Connecticut,Fairfield,41.0224,-73.6564,4281,2435
Georgetown,CT,Connecticut,Fairfield,41.2494,-73.4343,1869,251
Ansonia,CT,Connecticut,New Haven,41.3443,-73.0689,18813,1206
Woodbury Center,CT,Connecticut,Litchfield,41.5445,-73.2047,1545,307
Thompsonville,CT,Connecticut,Hartford,41.9916,-72.5965,8328,1579
Middletown,CT,Connecticut,Middlesex,41.5476,-72.6549,46478,437
Broad Brook,CT,Connecticut,Hartford,41.9097,-72.5426,4687,305
Naugatuck,CT,Connecticut,New Haven,41.489,-73.0518,31461,745
Guilford Center,CT,Connecticut,New Haven,41.2817,-72.6762,2521,443
Cannondale,CT,Connecticut,Fairfield,41.2161,-73.4248,91,113
Willimantic,CT,Connecticut,Windham,41.7153,-72.2173,17550,1540
Byram,CT,Connecticut,Fairfield,41.0011,-73.6528,4601,2227
Hartford,CT,Connecticut,Hartford,41.7661,-72.6834,914751,2741
Chester Center,CT,Connecticut,Middlesex,41.4014,-72.4523,1760,340
Southwood Acres,CT,Connecticut,Hartford,41.961,-72.5719,7816,741
Pawcatuck,CT,Connecticut,New London,41.3774,-71.8492,4999,565
South Woodstock,CT,Connecticut,Windham,41.9275,-71.9627,1262,93
Plainfield Village,CT,Connecticut,Windham,41.6766,-71.925,2039,461
Blue Hills,CT,Connecticut,Hartford,41.8134,-72.6954,3258,1079
Niantic,CT,Connecticut,New London,41.3265,-72.1949,2918,760
Storrs,CT,Connecticut,Tolland,41.8045,-72.2552,16077,1110
Bristol,CT,Connecticut,Hartford,41.6812,-72.9407,60223,880
Old Saybrook Center,CT,Connecticut,Middlesex,41.2918,-72.3682,1981,387
New Britain,CT,Connecticut,Hartford,41.6758,-72.7862,72710,2102
Moosup,CT,Connecticut,Windham,41.7169,-71.875,3499,585
Conning Towers Nautilus Park,CT,Connecticut,New London,41.3855,-72.0686,9515,735
Waterbury,CT,Connecticut,New Haven,41.5583,-73.0361,191484,1470
Madison Center,CT,Connecticut,New Haven,41.2794,-72.6003,2737,516
East Brooklyn,CT,Connecticut,Windham,41.7948,-71.8992,1708,388
Mystic,CT,Connecticut,New London,41.3574,-71.9548,4268,491
Crystal Lake,CT,Connecticut,Tolland,41.9343,-72.3756,2109,104
Terryville,CT,Connecticut,Litchfield,41.6784,-73.0065,5192,726
Lakeville,CT,Connecticut,Litchfield,41.9594,-73.4467,885,108
Stonington,CT,Connecticut,New London,41.3344,-71.9033,898,1016
Moodus,CT,Connecticut,Middlesex,41.5043,-72.4491,1076,143
Glenville,CT,Connecticut,Fairfield,41.0349,-73.6656,2264,1182
Southport,CT,Connecticut,Fairfield,41.1349,-73.2874,1687,758
Saybrook Manor,CT,Connecticut,Middlesex,41.2825,-72.4063,1055,527
Groton Long Point,CT,Connecticut,New London,41.3145,-72.0087,511,461
Westbrook Center,CT,Connecticut,Middlesex,41.2811,-72.4424,1768,404
Wallingford Center,CT,Connecticut,New Haven,41.4499,-72.8189,17756,944
Cos Cob,CT,Connecticut,Fairfield,41.0513,-73.5931,6840,1271
Gales Ferry,CT,Connecticut,New London,41.4212,-72.0859,947,417
Riverside,CT,Connecticut,Fairfield,41.0319,-73.5827,8385,1337
Tariffville,CT,Connecticut,Hartford,41.9076,-72.7682,1226,790
Glastonbury Center,CT,Connecticut,Hartford,41.7019,-72.6002,7451,605
Old Mystic,CT,Connecticut,New London,41.3854,-71.985,3546,321
Bantam,CT,Connecticut,Litchfield,41.7247,-73.2422,731,279
New Haven,CT,Connecticut,New Haven,41.3112,-72.9246,568144,2706
New Preston,CT,Connecticut,Litchfield,41.6813,-73.3523,932,49
Noank,CT,Connecticut,New London,41.3339,-71.9978,1602,405
Quinebaug,CT,Connecticut,Windham,42.0107,-71.937,1545,137
Stafford Springs,CT,Connecticut,Tolland,41.9595,-72.3105,5042,305
New Hartford Center,CT,Connecticut,Litchfield,41.8802,-72.9753,1161,141
Winsted,CT,Connecticut,Litchfield,41.9268,-73.0674,7482,625
West Haven,CT,Connecticut,New Haven,41.2739,-72.9672,54843,1969
Oxoboxo River,CT,Connecticut,New London,41.4441,-72.125,2938,265
Danbury,CT,Connecticut,Fairfield,41.4016,-73.471,177177,784
Newtown,CT,Connecticut,Fairfield,41.4119,-73.312,1965,329
Danielson,CT,Connecticut,Windham,41.8086,-71.8854,3997,1410
Heritage Village,CT,Connecticut,New Haven,41.4845,-73.2351,3880,610
Collinsville,CT,Connecticut,Hartford,41.819,-72.922,3551,437
Falls Village,CT,Connecticut,Litchfield,41.9576,-73.3562,424,102
Fenwick,CT,Connecticut,Middlesex,41.2711,-72.3546,44,43
South Windham,CT,Connecticut,Windham,41.685,-72.1845,1302,161
Milford city ,CT,Connecticut,New Haven,41.2255,-73.0625,52970,933
Northwest Harwinton,CT,Connecticut,Litchfield,41.7769,-73.0794,3216,142
Sanford,ME,Maine,York,43.4244,-70.7573,29264,169
Westbrook,ME,Maine,Cumberland,43.6954,-70.3539,18730,420
Cousins Island,ME,Maine,Cumberland,43.7631,-70.1409,564,205
Lisbon Falls,ME,Maine,Androscoggin,44.0086,-70.057,4093,430
Gardiner,ME,Maine,Kennebec,44.191,-69.7921,5688,140
Steep Falls,ME,Maine,Cumberland,43.7905,-70.6275,1786,68
Lewiston,ME,Maine,Androscoggin,44.0915,-70.1681,58796,409
Waterville,ME,Maine,Kennebec,44.5441,-69.6624,27123,473
Rockland,ME,Maine,Knox,44.1274,-69.1369,8642,216
Brewer,ME,Maine,Penobscot,44.7835,-68.7352,9043,229
Cape Neddick,ME,Maine,York,43.1706,-70.622,2367,244
Hallowell,ME,Maine,Kennebec,44.2904,-69.8141,2365,155
Belfast,ME,Maine,Waldo,44.428,-69.0325,3400,76
Bath,ME,Maine,Sagadahoc,43.9346,-69.8346,8317,352
York Harbor,ME,Maine,York,43.1435,-70.649,2877,346
South Paris,ME,Maine,Oxford,44.219,-70.5113,2615,260
Calais,ME,Maine,Washington,45.134,-67.224,2396,33
Little Falls,ME,Maine,Cumberland,43.7312,-70.4301,863,289
Eastport,ME,Maine,Washington,44.9137,-67.0183,1267,134
South Eliot,ME,Maine,York,43.1287,-70.7952,3547,190
Falmouth Foreside,ME,Maine,Cumberland,43.7348,-70.2152,1542,391
Old Town,ME,Maine,Penobscot,44.9491,-68.7249,7497,74
South Portland,ME,Maine,Cumberland,43.6309,-70.2895,25483,816
Cumberland Center,ME,Maine,Cumberland,43.7982,-70.2541,2492,227
Kittery Point,ME,Maine,York,43.0883,-70.6988,1030,208
Caribou,ME,Maine,Aroostook,46.8662,-67.9919,7684,37
Bangor,ME,Maine,Penobscot,44.8322,-68.7906,59107,359
Augusta,ME,Maine,Kennebec,44.3341,-69.7319,21994,130
Brunswick Station,ME,Maine,Cumberland,43.8866,-69.9328,530,42
Littlejohn Island,ME,Maine,Cumberland,43.7599,-70.1284,64,72
West Kennebunk,ME,Maine,York,43.4142,-70.581,946,104
Auburn,ME,Maine,Androscoggin,44.085,-70.2492,23033,149
Portland,ME,Maine,Cumberland,43.6773,-70.2715,206023,1197
Presque Isle,ME,Maine,Aroostook,46.6868,-67.9874,5696,46
Biddeford,ME,Maine,York,43.4673,-70.4511,21488,275
North Windham,ME,Maine,Cumberland,43.8238,-70.4288,5819,343
Saco,ME,Maine,York,43.539,-70.4624,19485,195
Chisholm,ME,Maine,Franklin,44.4916,-70.1923,1468,259
Lake Arrowhead,ME,Maine,York,43.6634,-70.7382,2558,189
Ellsworth,ME,Maine,Hancock,44.5847,-68.4875,7973,38
South Windham,ME,Maine,Cumberland,43.738,-70.4236,1176,380
Dargan,MD,Maryland,Washington,39.3767,-77.7341,141,184
Mount Aetna,MD,Maryland,Washington,39.5989,-77.6128,688,188
Chewsville,MD,Maryland,Washington,39.6484,-77.6311,214,98
Jessup,MD,Maryland,Anne Arundel,39.1457,-76.7745,8392,616
Garrett Park,MD,Maryland,Montgomery,39.036,-77.0934,1055,1593
Gorman,MD,Maryland,Garrett,39.2924,-79.3525,32,9
Cobb Island,MD,Maryland,Charles,38.2646,-76.8496,814,502
Snow Hill,MD,Maryland,Worcester,38.1655,-75.3968,2052,261
Linthicum,MD,Maryland,Anne Arundel,39.2088,-76.6625,10852,767
South Laurel,MD,Maryland,Prince George's,39.0603,-76.8456,27093,1296
Berlin,MD,Maryland,Worcester,38.3309,-75.2149,4638,529
Spring Gap,MD,Maryland,Allegany,39.5653,-78.7054,63,37
Queenstown,MD,Maryland,Queen Anne's,38.9853,-76.1677,676,154
Funkstown,MD,Maryland,Washington,39.6089,-77.7082,877,921
Taneytown,MD,Maryland,Carroll,39.657,-77.1683,6658,830
Charlton,MD,Maryland,Washington,39.6344,-77.8942,268,633
Edgewater,MD,Maryland,Anne Arundel,38.9373,-76.5572,9912,1279
Mount Rainier,MD,Maryland,Prince George's,38.9423,-76.9645,8147,4943
Hillsboro,MD,Maryland,Caroline,38.917,-75.9419,158,450
Pocomoke City,MD,Maryland,Worcester,38.0635,-75.5553,4202,418
Finzel,MD,Maryland,Garrett,39.7018,-78.952,756,74
Beltsville,MD,Maryland,Prince George's,39.0394,-76.9211,17890,958
Nanticoke,MD,Maryland,Wicomico,38.2672,-75.8938,206,30
Sharptown,MD,Maryland,Wicomico,38.5382,-75.719,650,593
Westernport,MD,Maryland,Allegany,39.488,-79.0429,5456,776
Westphalia,MD,Maryland,Prince George's,38.8385,-76.8232,8102,235
Damascus,MD,Maryland,Montgomery,39.2737,-77.2006,15423,515
Glenarden,MD,Maryland,Prince George's,38.9293,-76.8576,6210,2007
Rockville,MD,Maryland,Montgomery,39.0834,-77.1553,68401,1942
Barton,MD,Maryland,Allegany,39.5323,-79.0171,432,806
Cabin John,MD,Maryland,Montgomery,38.9743,-77.1635,2115,692
Brookmont,MD,Maryland,Montgomery,38.9546,-77.1292,3585,1055
Lake Arbor,MD,Maryland,Prince George's,38.907,-76.8299,10410,1282
Galena,MD,Maryland,Kent,39.3425,-75.8787,581,622
Urbana,MD,Maryland,Frederick,39.3237,-77.3411,11022,648
Lanham,MD,Maryland,Prince George's,38.9621,-76.8421,10511,1150
Fairmount Heights,MD,Maryland,Prince George's,38.9016,-76.9153,1534,2236
Crellin,MD,Maryland,Garrett,39.3887,-79.4685,170,93
Rising Sun,MD,Maryland,Cecil,39.7003,-76.0586,2800,664
Frenchtown-Rumbly,MD,Maryland,Somerset,38.0831,-75.8521,133,13
Danville,MD,Maryland,Allegany,39.5125,-78.9184,349,117
Calvert Beach,MD,Maryland,Calvert,38.4728,-76.4895,980,459
Detmold,MD,Maryland,Allegany,39.5572,-78.991,203,500
Fort Washington,MD,Maryland,Prince George's,38.7339,-77.0069,24144,675
West Ocean City,MD,Maryland,Worcester,38.3476,-75.1115,4119,421
Keedysville,MD,Maryland,Washington,39.4867,-77.6979,1174,499
Riverdale Park,MD,Maryland,Prince George's,38.9643,-76.9266,7286,1781
Fishing Creek,MD,Maryland,Dorchester,38.3357,-76.2238,149,54
Marlton,MD,Maryland,Prince George's,38.762,-76.7857,9374,610
Braddock Heights,MD,Maryland,Frederick,39.4114,-77.5009,2903,238
Lutherville,MD,Maryland,Baltimore,39.424,-76.6177,6851,1251
Randallstown,MD,Maryland,Baltimore,39.3723,-76.8024,35438,1338
Aquasco,MD,Maryland,Prince George's,38.5913,-76.7074,837,16
Huntingtown,MD,Maryland,Calvert,38.6117,-76.6187,3344,159
Silver Hill,MD,Maryland,Prince George's,38.8392,-76.9367,5215,1503
Edmonston,MD,Maryland,Prince George's,38.9502,-76.9333,1498,1415
Maugansville,MD,Maryland,Washington,39.6936,-77.7472,3223,508
Cumberland,MD,Maryland,Allegany,39.6515,-78.7585,49033,756
Barrelville,MD,Maryland,Allegany,39.7026,-78.8425,63,553
Pecktonville,MD,Maryland,Washington,39.666,-78.0481,368,241
Chestertown,MD,Maryland,Kent,39.2195,-76.071,6896,709
Edgemere,MD,Maryland,Baltimore,39.2273,-76.459,8732,310
Secretary,MD,Maryland,Dorchester,38.6082,-75.9468,505,669
Pikesville,MD,Maryland,Baltimore,39.3893,-76.702,33426,1045
Church Creek,MD,Maryland,Dorchester,38.5036,-76.153,122,139
Adelphi,MD,Maryland,Prince George's,39.0017,-76.9649,15898,2260
Antietam,MD,Maryland,Washington,39.4151,-77.7364,99,249
Glenn Dale,MD,Maryland,Prince George's,38.9833,-76.804,13606,734
Accident,MD,Maryland,Garrett,39.6257,-79.32,314,245
Girdletree,MD,Maryland,Worcester,38.0987,-75.4004,97,56
Goldsboro,MD,Maryland,Caroline,39.0316,-75.7821,232,114
Kingsville,MD,Maryland,Baltimore,39.4496,-76.4204,4545,174
St. George Island,MD,Maryland,St. Mary's,38.1155,-76.4771,432,211
Rock Hall,MD,Maryland,Kent,39.1393,-76.2427,1268,365
Bryantown,MD,Maryland,Charles,38.5498,-76.8429,577,53
Frostburg,MD,Maryland,Allegany,39.6506,-78.9269,8642,998
West Laurel,MD,Maryland,Prince George's,39.1133,-76.8924,4341,740
Midlothian,MD,Maryland,Allegany,39.6316,-78.9523,323,201
Zihlman,MD,Maryland,Allegany,39.6741,-78.9131,357,91
Mount Briar,MD,Maryland,Washington,39.4426,-77.6873,174,107
Elliott,MD,Maryland,Dorchester,38.3095,-76.0067,37,40
Dunkirk,MD,Maryland,Calvert,38.7156,-76.673,2490,145
Grasonville,MD,Maryland,Queen Anne's,38.9559,-76.1948,3559,248
Oxon Hill,MD,Maryland,Prince George's,38.7887,-76.9733,18077,1054
La Vale,MD,Maryland,Allegany,39.6518,-78.8162,3374,488
Chillum,MD,Maryland,Prince George's,38.9667,-76.979,36047,4095
Upper Marlboro,MD,Maryland,Prince George's,38.8172,-76.7546,673,632
Ocean,MD,Maryland,Allegany,39.6017,-78.945,0,0
Crofton,MD,Maryland,Anne Arundel,39.0144,-76.68,28282,1651
Denton,MD,Maryland,Caroline,38.877,-75.8264,4832,328
Odenton,MD,Maryland,Anne Arundel,39.0661,-76.6939,40479,1057
Edesville,MD,Maryland,Kent,39.1541,-76.2097,257,248
Pleasant Hills,MD,Maryland,Harford,39.4861,-76.3908,3745,331
Mayo,MD,Maryland,Anne Arundel,38.9041,-76.518,8656,594
Brandywine,MD,Maryland,Prince George's,38.6963,-76.8846,9762,179
Galesville,MD,Maryland,Anne Arundel,38.8379,-76.5514,596,177
Leisure World,MD,Maryland,Montgomery,39.1023,-77.0691,9322,3263
Willards,MD,Maryland,Wicomico,38.3922,-75.3494,1002,340
Hampstead,MD,Maryland,Carroll,39.6109,-76.8551,6357,757
Greenbelt,MD,Maryland,Prince George's,38.9953,-76.8885,23489,1454
Pinesburg,MD,Maryland,Washington,39.6269,-77.8562,284,149
Rosedale,MD,Maryland,Baltimore,39.3266,-76.5084,19151,1072
Queen Anne,MD,Maryland,Queen Anne's,38.9191,-75.9535,214,600
Salisbury,MD,Maryland,Wicomico,38.3755,-75.5867,106034,924
Bloomington,MD,Maryland,Garrett,39.4794,-79.0768,203,126
West Denton,MD,Maryland,Caroline,38.8896,-75.8389,167,222
Hyattsville,MD,Maryland,Prince George's,38.9612,-76.9548,18333,2642
Reisterstown,MD,Maryland,Baltimore,39.4552,-76.8144,26903,2010
Chevy Chase,MD,Maryland,Montgomery,38.9943,-77.0737,9844,1576
Woodlawn,MD,Maryland,Baltimore,39.3054,-76.7489,39296,1590
Rawlings,MD,Maryland,Allegany,39.5403,-78.8858,538,232
Mapleville,MD,Maryland,Washington,39.5357,-77.6463,186,178
Maryland City,MD,Maryland,Anne Arundel,39.1016,-76.8051,17696,885
St. Michaels,MD,Maryland,Talbot,38.7884,-76.2243,1028,342
Klondike,MD,Maryland,Allegany,39.6102,-78.9635,119,121
Piney Point,MD,Maryland,St. Mary's,38.1483,-76.5201,917,231
Aberdeen Proving Ground,MD,Maryland,Harford,39.4673,-76.1308,2624,90
Linganore,MD,Maryland,Frederick,39.4111,-77.3026,9450,635
Trappe,MD,Maryland,Talbot,38.6635,-76.0518,1002,145
Delmar,MD,Maryland,Wicomico,38.445,-75.5662,3210,733
Newark,MD,Maryland,Worcester,38.2749,-75.2735,467,18
Loch Lynn Heights,MD,Maryland,Garrett,39.3919,-79.3726,528,640
Jugtown,MD,Maryland,Washington,39.6143,-77.5943,214,247
Travilah,MD,Maryland,Montgomery,39.0571,-77.2458,12204,297
Elkridge,MD,Maryland,Howard,39.1941,-76.7427,19367,891
Wilson-Conococheague,MD,Maryland,Washington,39.653,-77.8306,2048,167
Forest Glen,MD,Maryland,Montgomery,39.0191,-77.0445,6804,2579
Havre de Grace,MD,Maryland,Harford,39.5481,-76.1146,13576,896
New Market,MD,Maryland,Frederick,39.3903,-77.2775,717,198
Eckhart Mines,MD,Maryland,Allegany,39.6553,-78.8941,915,232
Eldersburg,MD,Maryland,Carroll,39.4041,-76.9529,32064,310
Cheverly,MD,Maryland,Prince George's,38.9254,-76.9141,6477,1899
Easton,MD,Maryland,Talbot,38.776,-76.0702,17742,555
Rosemont,MD,Maryland,Frederick,39.3317,-77.6214,312,216
Marlboro Village,MD,Maryland,Prince George's,38.8306,-76.7699,10398,1044
Franklin,MD,Maryland,Allegany,39.4991,-79.0513,263,384
Barclay,MD,Maryland,Queen Anne's,39.145,-75.8656,167,246
New Windsor,MD,Maryland,Carroll,39.5442,-77.1017,1397,726
Stockton,MD,Maryland,Worcester,38.0659,-75.4134,172,39
Melwood,MD,Maryland,Prince George's,38.8022,-76.8419,3744,517
Ridgely,MD,Maryland,Caroline,38.9528,-75.8828,1638,339
Fulton,MD,Maryland,Howard,39.1516,-76.9163,3783,385
Pittsville,MD,Maryland,Wicomico,38.3939,-75.4074,1462,369
Peppermill Village,MD,Maryland,Prince George's,38.894,-76.8878,4302,2216
Fairwood,MD,Maryland,Prince George's,38.9565,-76.778,5762,651
Colesville,MD,Maryland,Montgomery,39.073,-77.0009,14633,1103
Catonsville,MD,Maryland,Baltimore,39.2646,-76.7424,41440,1146
Jarrettsville,MD,Maryland,Harford,39.6032,-76.4752,3255,145
Clinton,MD,Maryland,Prince George's,38.7499,-76.9063,39230,605
Brookeville,MD,Maryland,Montgomery,39.1808,-77.059,139,455
Port Tobacco Village,MD,Maryland,Charles,38.5104,-77.0197,15,37
Mays Chapel,MD,Maryland,Baltimore,39.4343,-76.6516,12097,1259
Ballenger Creek,MD,Maryland,Frederick,39.3807,-77.4206,19394,693
South Kensington,MD,Maryland,Montgomery,39.0188,-77.0785,8684,1606
Grantsville,MD,Maryland,Garrett,39.6969,-79.1528,875,325
Hancock,MD,Maryland,Washington,39.7053,-78.1749,1548,216
Clarysville,MD,Maryland,Allegany,39.6421,-78.8887,76,250
Big Spring,MD,Maryland,Washington,39.626,-77.9397,104,288
New Carrollton,MD,Maryland,Prince George's,38.9654,-76.8773,13023,3260
Bartonsville,MD,Maryland,Frederick,39.3866,-77.3434,1631,241
Church Hill,MD,Maryland,Queen Anne's,39.145,-75.9808,760,408
California,MD,Maryland,St. Mary's,38.2969,-76.495,13440,403
Leonardtown,MD,Maryland,St. Mary's,38.3039,-76.6396,6113,383
Colmar Manor,MD,Maryland,Prince George's,38.9302,-76.9437,1467,1321
Thurmont,MD,Maryland,Frederick,39.621,-77.4076,7383,828
Tall Timbers,MD,Maryland,St. Mary's,38.1654,-76.5366,451,126
Beaver Creek,MD,Maryland,Washington,39.5786,-77.6477,359,212
Carney,MD,Maryland,Baltimore,39.405,-76.5236,30178,1671
Brookview,MD,Maryland,Dorchester,38.5737,-75.7925,58,516
Ellicott City,MD,Maryland,Howard,39.2773,-76.8344,71737,924
Sandy Hook,MD,Maryland,Washington,39.3285,-77.705,95,170
Chesapeake Ranch Estates,MD,Maryland,Calvert,38.3574,-76.4147,9229,825
Moscow,MD,Maryland,Allegany,39.5409,-79.0075,208,502
Redland,MD,Maryland,Montgomery,39.1335,-77.1465,17317,949
Woodsboro,MD,Maryland,Frederick,39.533,-77.3095,1225,668
Preston,MD,Maryland,Caroline,38.7112,-75.909,709,505
Allen,MD,Maryland,Wicomico,38.2886,-75.6904,347,380
Landover Hills,MD,Maryland,Prince George's,38.9424,-76.8946,1669,1755
Jefferson,MD,Maryland,Frederick,39.3661,-77.5409,2203,405
Deale,MD,Maryland,Anne Arundel,38.791,-76.5469,5148,376
Rock Point,MD,Maryland,Charles,38.2754,-76.8428,132,81
Yarrowsburg,MD,Maryland,Washington,39.3762,-77.6843,52,88
Glen Echo,MD,Maryland,Montgomery,38.968,-77.141,273,1028
Chevy Chase Village,MD,Maryland,Montgomery,38.9698,-77.0793,2076,1910
Ringgold,MD,Maryland,Washington,39.7091,-77.569,147,196
Madison,MD,Maryland,Dorchester,38.5149,-76.2155,235,28
Williston,MD,Maryland,Caroline,38.8309,-75.8511,107,157
Temple Hills,MD,Maryland,Prince George's,38.8106,-76.9495,8278,2270
Kitzmiller,MD,Maryland,Garrett,39.3894,-79.1833,305,529
Fairview,MD,Maryland,Washington,39.7111,-77.8406,26,47
Arbutus,MD,Maryland,Baltimore,39.2428,-76.6922,21167,1252
Bryans Road,MD,Maryland,Charles,38.6144,-77.085,7518,188
Towson,MD,Maryland,Baltimore,39.3944,-76.619,58766,1603
Darlington,MD,Maryland,Harford,39.6425,-76.2035,485,179
Darnestown,MD,Maryland,Montgomery,39.096,-77.3033,6540,153
Emmitsburg,MD,Maryland,Frederick,39.7051,-77.3217,6990,794
Corriganville,MD,Maryland,Allegany,39.6945,-78.797,448,444
Fairplay,MD,Maryland,Washington,39.5357,-77.7463,663,212
Baden,MD,Maryland,Prince George's,38.6719,-76.7428,1766,24
Cockeysville,MD,Maryland,Baltimore,39.4793,-76.63,20789,704
District Heights,MD,Maryland,Prince George's,38.8588,-76.8885,6022,2687
Glen Burnie,MD,Maryland,Anne Arundel,39.1559,-76.6072,68768,1532
Eakles Mill,MD,Maryland,Washington,39.467,-77.686,0,0
Hutton,MD,Maryland,Garrett,39.4145,-79.4801,145,342
Riviera Beach,MD,Maryland,Anne Arundel,39.1628,-76.5263,13977,2049
Cedarville,MD,Maryland,Prince George's,38.6623,-76.819,658,19
Landover,MD,Maryland,Prince George's,38.9241,-76.8875,22852,2206
Shady Side,MD,Maryland,Anne Arundel,38.8285,-76.5211,5865,340
Seat Pleasant,MD,Maryland,Prince George's,38.8952,-76.9016,4823,2509
Nanticoke Acres,MD,Maryland,Wicomico,38.2578,-75.9059,81,118
Arnold,MD,Maryland,Anne Arundel,39.0437,-76.4974,23041,822
Taylors Island,MD,Maryland,Dorchester,38.473,-76.3126,201,18
Four Corners,MD,Maryland,Montgomery,39.0236,-77.0102,8361,2206
Bladensburg,MD,Maryland,Prince George's,38.9424,-76.9263,9450,3684
Woodmore,MD,Maryland,Prince George's,38.9222,-76.781,4426,261
Annapolis,MD,Maryland,Anne Arundel,38.9706,-76.5047,39321,2106
Woodland,MD,Maryland,Allegany,39.6081,-78.9497,19,40
Templeville,MD,Maryland,Caroline,39.1362,-75.7667,115,895
Indian Springs,MD,Maryland,Washington,39.6457,-78.0073,76,252
Severn,MD,Maryland,Anne Arundel,39.1355,-76.6958,49076,1034
Tilghmanton,MD,Maryland,Washington,39.5286,-77.7437,684,569
Hughesville,MD,Maryland,Charles,38.5376,-76.7748,1933,66
Bowie,MD,Maryland,Prince George's,38.9574,-76.7422,58859,1185
Martin's Additions,MD,Maryland,Montgomery,38.9795,-77.0693,1004,2804
Pomfret,MD,Maryland,Charles,38.5699,-77.0304,574,80
Pasadena,MD,Maryland,Anne Arundel,39.1552,-76.5537,27484,710
Quantico,MD,Maryland,Wicomico,38.3767,-75.7526,152,31
Ferndale,MD,Maryland,Anne Arundel,39.1869,-76.633,17627,1712
Kennedyville,MD,Maryland,Kent,39.3059,-75.9947,292,201
Gapland,MD,Maryland,Washington,39.4018,-77.6583,120,207
Bel Air North,MD,Maryland,Harford,39.5544,-76.3733,31263,756
North Bethesda,MD,Maryland,Montgomery,39.0393,-77.1191,50056,2179
Breathedsville,MD,Maryland,Washington,39.546,-77.7246,149,154
Hillandale,MD,Maryland,Montgomery,39.0254,-76.9751,5734,1073
Prince Frederick,MD,Maryland,Calvert,38.544,-76.5879,3065,323
Jennings,MD,Maryland,Garrett,39.6487,-79.1835,251,289
Brock Hall,MD,Maryland,Prince George's,38.8617,-76.7549,10965,310
Mercersville,MD,Maryland,Washington,39.4968,-77.7672,77,92
Carlos,MD,Maryland,Allegany,39.6237,-78.9567,111,149
Cambridge,MD,Maryland,Dorchester,38.5515,-76.0787,14312,448
Essex,MD,Maryland,Baltimore,39.3024,-76.4457,39494,1647
Buckeystown,MD,Maryland,Frederick,39.3301,-77.4316,1154,291
Somerset,MD,Maryland,Montgomery,38.9666,-77.0963,1285,1807
Benedict,MD,Maryland,Charles,38.5116,-76.6797,422,697
Golden Beach,MD,Maryland,St. Mary's,38.49,-76.7019,2978,303
Highfield-Cascade,MD,Maryland,Washington,39.7136,-77.4947,747,166
Pleasant Grove,MD,Maryland,Allegany,39.6803,-78.6903,329,80
Edgemont,MD,Maryland,Washington,39.6766,-77.547,154,112
Wheaton,MD,Maryland,Montgomery,39.0492,-77.0572,50095,2803
Middleburg,MD,Maryland,Washington,39.7177,-77.7239,16,63
Middle River,MD,Maryland,Baltimore,39.3345,-76.4318,25654,1273
Queensland,MD,Maryland,Prince George's,38.8021,-76.7839,1772,140
Forestville,MD,Maryland,Prince George's,38.8518,-76.8708,11689,1149
Swanton,MD,Maryland,Garrett,39.4598,-79.2328,62,62
Choptank,MD,Maryland,Caroline,38.6822,-75.9492,228,369
Shaft,MD,Maryland,Allegany,39.6265,-78.9384,461,226
Perry Hall,MD,Maryland,Baltimore,39.4067,-76.4781,28681,1588
Largo,MD,Maryland,Prince George's,38.88,-76.8289,11805,1488
Bowmans Addition,MD,Maryland,Allegany,39.6876,-78.7541,569,223
Drum Point,MD,Maryland,Calvert,38.3325,-76.4295,2938,681
Kemp Mill,MD,Maryland,Montgomery,39.0412,-77.0214,13445,2079
Langley Park,MD,Maryland,Prince George's,38.9897,-76.9808,19561,7596
Cecilton,MD,Maryland,Cecil,39.4045,-75.8676,673,537
Bel Air South,MD,Maryland,Harford,39.5051,-76.3197,48060,1184
